Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000003,0.077798,0,0,0,0,0,0,0
1,31,-0.000003,0.077798,0,0,0,0,0,0,0
2,219,-0.000003,0.093358,0,0,0,0,0,0,0
3,300,0.000235,0.451229,0,0,0,1,0,0,0
4,331,0.000534,1.478165,0,0,0,1,0,0,0
5,362,0.000828,2.598459,0,0,0,1,0,0,0
6,409,0.001104,3.500918,0,0,0,1,0,0,0
7,440,0.001380,4.154422,0,0,0,1,0,0,0
8,472,0.001660,4.590092,0,0,0,1,0,0,0
9,504,0.001939,4.807927,0,0,0,1,0,0,0
10,535,0.002219,4.870166,0,0,0,1,0,0,0
11,566,0.002498,4.839046,0,0,0,1,0,0,0
12,598,0.002777,4.761248,0,0,0,1,0,0,0
13,629,0.003056,4.667891,0,0,0,1,0,0,0
14,660,0.003334,4.558973,0,0,0,1,0,0,0
15,691,0.003613,4.481175,0,0,0,1,0,0,0
16,738,0.003892,4.387817,0,0,0,1,0,0,0
17,769,0.004171,4.310019,0,0,0,1,0,0,0
18,800,0.004449,4.232221,0,0,0,1,0,0,0
19,847,0.004729,4.169982,0,0,0,1,0,0,0
20,879,0.005007,4.107744,0,0,0,1,0,0,0
21,910,0.005286,4.061065,0,0,0,1,0,0,0
22,941,0.005565,4.014386,0,0,0,1,0,0,0
23,972,0.005844,3.952147,0,0,0,1,0,0,0
24,1004,0.006123,3.921028,0,0,0,1,0,0,0
25,1035,0.006402,3.874349,0,0,0,1,0,0,0
26,1066,0.006680,3.843230,0,0,0,1,0,0,0
27,1113,0.006960,3.812110,0,0,0,1,0,0,0
28,1144,0.007239,3.780991,0,0,0,1,0,0,0
29,1175,0.007517,3.749872,0,0,0,1,0,0,0
30,1207,0.007796,3.718753,0,0,0,1,0,0,0
31,1238,0.008075,3.703193,0,0,0,1,0,0,0
32,1269,0.008354,3.672074,0,0,0,1,0,0,0
33,1300,0.008633,3.656514,0,0,0,1,0,0,0
34,1332,0.008912,3.609835,0,0,0,1,0,0,0
35,1380,0.009190,3.594275,0,0,0,1,0,0,0
36,1411,0.009470,3.578716,0,0,0,1,0,0,0
37,1442,0.009748,3.563156,0,0,0,1,0,0,0
38,1474,0.010027,3.547597,0,0,0,1,0,0,0
39,1505,0.010306,3.532037,0,0,0,1,0,0,0
40,1537,0.010585,3.516477,0,0,0,1,0,0,0
41,1569,0.010863,3.485358,0,0,0,1,0,0,0
42,1600,0.011142,3.485358,0,0,0,1,0,0,0
43,1633,0.011421,3.454239,0,0,0,1,0,0,0
44,1664,0.011700,3.454239,0,0,0,1,0,0,0
45,1696,0.011980,3.438679,0,0,0,1,0,0,0
46,1727,0.012258,3.423120,0,0,0,1,0,0,0
47,1773,0.012537,3.407560,0,0,0,1,0,0,0
48,1805,0.012815,3.392000,0,0,0,1,0,0,0
49,1837,0.013095,3.376441,0,0,0,1,0,0,0
50,1869,0.013373,3.360881,0,0,0,1,0,0,0
51,1900,0.013652,3.345321,0,0,0,1,0,0,0
52,1931,0.013931,3.314202,0,0,0,1,0,0,0
53,1962,0.014210,3.298643,0,0,0,1,0,0,0
54,1994,0.014488,3.267523,0,0,0,1,0,0,0
55,2041,0.014767,3.236404,0,0,0,1,0,0,0
56,2072,0.015046,3.205285,0,0,0,1,0,0,0
57,2103,0.015325,3.174165,0,0,0,1,0,0,0
58,2134,0.015604,3.111927,0,0,0,1,0,0,0
59,2181,0.015883,3.034129,0,0,0,1,0,0,0
60,2212,0.016162,2.925211,0,0,0,1,0,0,0
61,2244,0.016441,2.800734,0,0,0,1,0,0,0
62,2275,0.016720,2.660697,0,0,0,1,0,0,0
63,2306,0.016998,2.442863,0,0,0,1,0,0,0
64,2337,0.017277,2.256147,0,0,0,1,0,0,0
65,2369,0.017556,2.053872,0,0,0,1,0,0,0
66,2400,0.017835,1.804918,0,0,0,1,0,0,0
67,2431,0.018113,0.560147,0,0,0,1,0,0,0
68,2462,0.018393,0.062239,0,0,0,1,0,0,0
69,2493,0.018671,0.077798,0,0,0,1,0,0,0
70,2540,0.018951,0.077798,0,0,0,1,0,0,0
71,2572,0.019229,0.062239,0,0,0,1,0,0,0
